timestamp,engagement_rate,content_type,is_sponsored,sentiment_score
2024-01-05 03:00:00,1.247,behind_scenes,True,0.911
2024-01-05 04:00:00,1.283,product_showcase,True,1.0
2024-01-05 05:00:00,1.21,review,False,0.864
2024-01-05 06:00:00,1.117,cute_moment,True,0.763
2024-01-05 07:00:00,1.225,product_showcase,False,0.666
2024-01-05 08:00:00,1.283,cute_moment,True,0.799
2024-01-05 09:00:00,1.226,cute_moment,True,0.893
2024-01-05 10:00:00,1.118,product_showcase,True,0.501
2024-01-05 11:00:00,1.157,daily_life,True,0.777
2024-01-05 12:00:00,1.133,behind_scenes,False,1.0
2024-01-05 13:00:00,1.329,review,False,0.603
2024-01-05 14:00:00,1.662,cute_moment,True,0.593
2024-01-05 15:00:00,1.092,daily_life,False,0.587
2024-01-05 16:00:00,1.147,cute_moment,False,0.578
2024-01-05 17:00:00,1.1,daily_life,True,0.796
2024-01-05 18:00:00,1.222,review,True,0.718
2024-01-05 19:00:00,1.146,daily_life,False,0.421
2024-01-05 20:00:00,1.102,review,False,0.756
2024-01-05 21:00:00,1.27,behind_scenes,True,0.959
2024-01-05 22:00:00,1.137,daily_life,False,0.432
2024-01-05 23:00:00,1.115,cute_moment,True,0.274
2024-01-06 00:00:00,1.153,behind_scenes,True,0.889
2024-01-06 01:00:00,1.334,cute_moment,False,0.462
2024-01-06 02:00:00,1.123,cute_moment,False,1.0
2024-01-06 03:00:00,1.328,behind_scenes,True,0.563
2024-01-06 04:00:00,1.151,behind_scenes,True,0.456
2024-01-06 05:00:00,1.16,review,False,0.471
2024-01-06 06:00:00,1.291,daily_life,False,0.339
2024-01-06 07:00:00,,review,False,0.702
2024-01-06 08:00:00,1.174,product_showcase,True,0.671
2024-01-06 09:00:00,1.262,product_showcase,False,0.789
2024-01-06 10:00:00,1.366,review,False,0.551
2024-01-06 11:00:00,1.116,review,True,0.504
2024-01-06 12:00:00,1.301,daily_life,False,0.747
2024-01-06 13:00:00,1.164,behind_scenes,False,0.863
2024-01-06 14:00:00,1.337,product_showcase,True,0.552
2024-01-06 15:00:00,1.142,behind_scenes,True,0.738
2024-01-06 16:00:00,1.311,cute_moment,True,0.83
2024-01-06 17:00:00,1.225,cute_moment,True,0.665
2024-01-06 18:00:00,1.146,behind_scenes,True,0.269
2024-01-06 19:00:00,1.283,cute_moment,False,1.0
2024-01-06 20:00:00,1.121,product_showcase,False,0.727
2024-01-06 21:00:00,1.105,product_showcase,False,0.976
2024-01-06 22:00:00,1.338,cute_moment,False,0.536
2024-01-06 23:00:00,1.241,product_showcase,False,0.768
2024-01-07 00:00:00,1.15,cute_moment,True,0.786
2024-01-07 01:00:00,1.211,daily_life,True,0.643
2024-01-07 02:00:00,1.277,daily_life,True,1.0
2024-01-07 03:00:00,1.271,behind_scenes,True,0.843
2024-01-07 04:00:00,1.151,cute_moment,True,0.815
2024-01-07 05:00:00,1.15,daily_life,True,0.63
2024-01-07 06:00:00,1.165,daily_life,True,0.797
2024-01-07 07:00:00,1.146,product_showcase,True,0.575
2024-01-07 08:00:00,1.236,behind_scenes,True,0.821
2024-01-07 09:00:00,1.181,behind_scenes,True,0.55
2024-01-07 10:00:00,1.142,daily_life,True,0.711
2024-01-07 11:00:00,1.254,daily_life,True,0.751
2024-01-07 12:00:00,1.089,behind_scenes,True,0.884
2024-01-07 13:00:00,1.133,product_showcase,False,0.926
2024-01-07 14:00:00,1.299,review,False,0.381
2024-01-07 15:00:00,1.189,product_showcase,False,0.579
2024-01-07 16:00:00,1.355,review,False,0.854
2024-01-07 17:00:00,1.068,behind_scenes,True,0.749
2024-01-07 18:00:00,1.148,behind_scenes,True,0.65
2024-01-07 19:00:00,1.301,behind_scenes,True,0.81
2024-01-07 20:00:00,,cute_moment,False,0.654
2024-01-07 21:00:00,1.093,cute_moment,True,0.75
2024-01-07 22:00:00,1.074,cute_moment,True,0.686
2024-01-07 23:00:00,1.085,behind_scenes,False,1.0
2024-01-08 00:00:00,1.28,daily_life,True,0.908
2024-01-08 01:00:00,1.213,behind_scenes,False,0.554
2024-01-08 02:00:00,1.29,review,False,0.853
2024-01-08 03:00:00,1.242,product_showcase,False,0.799
2024-01-08 04:00:00,1.162,review,True,0.457
2024-01-08 05:00:00,1.15,product_showcase,False,0.81
2024-01-08 06:00:00,1.137,review,False,0.415
2024-01-08 07:00:00,1.125,product_showcase,True,0.781
2024-01-08 08:00:00,1.222,daily_life,True,0.748
2024-01-08 09:00:00,1.125,product_showcase,True,0.845
2024-01-08 10:00:00,1.191,behind_scenes,True,0.481
2024-01-08 11:00:00,1.162,review,False,0.663
2024-01-08 12:00:00,1.223,cute_moment,False,0.574
2024-01-08 13:00:00,1.243,daily_life,True,0.751
2024-01-08 14:00:00,1.356,review,False,0.679
2024-01-08 15:00:00,1.157,daily_life,True,0.862
2024-01-08 16:00:00,1.193,cute_moment,False,0.797
2024-01-08 17:00:00,1.095,cute_moment,False,0.557
2024-01-08 18:00:00,1.191,cute_moment,False,0.856
2024-01-08 19:00:00,1.21,cute_moment,True,0.68
2024-01-08 20:00:00,1.398,cute_moment,True,0.679
2024-01-08 21:00:00,,behind_scenes,True,0.664
2024-01-08 22:00:00,1.214,product_showcase,False,0.969
2024-01-08 23:00:00,1.102,cute_moment,False,0.689
2024-01-09 00:00:00,1.153,review,False,0.582
2024-01-09 01:00:00,1.268,review,True,0.76
2024-01-09 02:00:00,1.231,cute_moment,True,0.475
2024-01-09 03:00:00,1.127,daily_life,False,0.858
2024-01-09 04:00:00,1.188,cute_moment,True,1.0
2024-01-09 05:00:00,1.171,behind_scenes,True,0.77
2024-01-09 06:00:00,1.147,product_showcase,True,0.801
2024-01-09 07:00:00,1.277,review,False,0.324
2024-01-09 08:00:00,1.158,cute_moment,True,0.97
2024-01-09 09:00:00,1.118,product_showcase,True,0.749
2024-01-09 10:00:00,1.127,product_showcase,False,0.51
2024-01-09 11:00:00,1.172,cute_moment,False,0.612
2024-01-09 12:00:00,1.246,product_showcase,True,0.603
2024-01-09 13:00:00,1.276,review,False,0.576
2024-01-09 14:00:00,1.162,cute_moment,True,0.852
2024-01-09 15:00:00,1.154,daily_life,False,0.625
2024-01-09 16:00:00,1.177,cute_moment,False,0.403
2024-01-09 17:00:00,,review,False,0.363
2024-01-09 18:00:00,1.202,cute_moment,True,0.37
2024-01-09 19:00:00,1.122,cute_moment,True,0.712
2024-01-09 20:00:00,1.229,cute_moment,True,0.572
2024-01-09 21:00:00,1.173,behind_scenes,False,0.448
2024-01-09 22:00:00,1.272,behind_scenes,True,0.828
2024-01-09 23:00:00,1.164,review,True,0.749
2024-01-10 00:00:00,1.237,product_showcase,True,0.425
2024-01-10 01:00:00,1.191,cute_moment,False,0.322
2024-01-10 02:00:00,1.234,cute_moment,True,0.757
2024-01-10 03:00:00,1.169,behind_scenes,False,0.562
2024-01-10 04:00:00,1.15,daily_life,False,0.929
2024-01-10 05:00:00,1.287,behind_scenes,True,0.957
2024-01-10 06:00:00,1.171,product_showcase,False,0.629
2024-01-10 07:00:00,,cute_moment,True,0.82
2024-01-10 08:00:00,1.256,cute_moment,False,1.0
2024-01-10 09:00:00,1.083,review,False,0.357
2024-01-10 10:00:00,1.178,daily_life,False,0.498
2024-01-10 11:00:00,1.302,review,True,0.905
2024-01-10 12:00:00,1.25,daily_life,False,0.779
2024-01-10 13:00:00,1.2,daily_life,True,0.916
2024-01-10 14:00:00,1.346,daily_life,False,0.523
2024-01-10 15:00:00,1.187,daily_life,True,0.433
2024-01-10 16:00:00,1.085,review,True,0.584
2024-01-10 17:00:00,1.192,cute_moment,False,0.526
2024-01-10 18:00:00,1.092,cute_moment,False,0.78
2024-01-10 19:00:00,1.183,review,True,0.798
2024-01-10 20:00:00,1.854,behind_scenes,True,0.82
2024-01-10 21:00:00,1.147,product_showcase,False,0.512
2024-01-10 22:00:00,1.33,daily_life,True,0.77
2024-01-10 23:00:00,1.153,review,True,0.64
2024-01-11 00:00:00,1.304,daily_life,True,0.686
2024-01-11 01:00:00,1.243,daily_life,True,0.851
2024-01-11 02:00:00,1.151,daily_life,True,0.523
2024-01-11 03:00:00,1.119,review,True,0.717
2024-01-11 04:00:00,1.224,cute_moment,True,0.815
2024-01-11 05:00:00,1.167,behind_scenes,False,0.754
2024-01-11 06:00:00,1.182,behind_scenes,True,0.633
2024-01-11 07:00:00,1.229,review,True,0.579
2024-01-11 08:00:00,1.169,product_showcase,False,0.881
2024-01-11 09:00:00,1.181,behind_scenes,False,0.429
2024-01-11 10:00:00,1.168,behind_scenes,False,0.464
2024-01-11 11:00:00,1.085,daily_life,False,0.649
2024-01-11 12:00:00,1.094,review,True,0.596
2024-01-11 13:00:00,1.161,cute_moment,False,0.323
2024-01-11 14:00:00,1.368,review,True,0.732
2024-01-11 15:00:00,1.178,review,False,0.418
2024-01-11 16:00:00,1.13,behind_scenes,False,0.5
2024-01-11 17:00:00,1.271,daily_life,False,0.626
2024-01-11 18:00:00,1.214,review,True,0.579
2024-01-11 19:00:00,1.115,cute_moment,True,0.708
2024-01-11 20:00:00,1.288,daily_life,False,0.668
2024-01-11 21:00:00,1.226,daily_life,False,0.697
2024-01-11 22:00:00,1.542,cute_moment,True,0.523
2024-01-11 23:00:00,1.256,cute_moment,False,0.582
2024-01-12 00:00:00,1.209,cute_moment,False,0.782
2024-01-12 01:00:00,1.243,review,False,0.168
2024-01-12 02:00:00,1.127,daily_life,False,0.767
2024-01-12 03:00:00,1.237,daily_life,True,0.502
2024-01-12 04:00:00,1.158,product_showcase,True,0.674
2024-01-12 05:00:00,1.177,product_showcase,False,0.915
2024-01-12 06:00:00,,product_showcase,False,0.583
2024-01-12 07:00:00,1.259,review,True,0.847
2024-01-12 08:00:00,1.202,review,False,1.0
2024-01-12 09:00:00,1.14,cute_moment,True,0.826
2024-01-12 10:00:00,1.248,review,True,0.576
2024-01-12 11:00:00,1.215,daily_life,True,0.609
2024-01-12 12:00:00,1.186,daily_life,True,0.561
2024-01-12 13:00:00,1.246,behind_scenes,True,0.322
2024-01-12 14:00:00,1.225,behind_scenes,True,0.161
2024-01-12 15:00:00,1.223,review,True,0.502
2024-01-12 16:00:00,,behind_scenes,False,0.917
2024-01-12 17:00:00,1.173,review,False,0.25
2024-01-12 18:00:00,1.05,cute_moment,False,0.709
2024-01-12 19:00:00,1.314,cute_moment,False,0.896
2024-01-12 20:00:00,1.051,behind_scenes,True,0.86
2024-01-12 21:00:00,1.695,review,True,0.412
2024-01-12 22:00:00,1.228,behind_scenes,False,0.697
2024-01-12 23:00:00,1.173,daily_life,True,0.319
2024-01-13 00:00:00,1.18,review,False,0.6
2024-01-13 01:00:00,,product_showcase,True,0.529
2024-01-13 02:00:00,1.189,daily_life,True,0.484
2024-01-13 03:00:00,1.222,review,False,0.393
2024-01-13 04:00:00,1.209,behind_scenes,True,0.525
2024-01-13 05:00:00,1.148,behind_scenes,False,0.673
2024-01-13 06:00:00,1.135,behind_scenes,True,0.902
2024-01-13 07:00:00,1.193,review,True,0.611
2024-01-13 08:00:00,1.164,behind_scenes,False,0.858
2024-01-13 09:00:00,1.109,review,True,0.699
2024-01-13 10:00:00,1.159,review,False,0.693
2024-01-13 11:00:00,1.104,behind_scenes,False,0.812
2024-01-13 12:00:00,1.19,cute_moment,True,0.939
2024-01-13 13:00:00,1.163,cute_moment,True,0.817
2024-01-13 14:00:00,1.159,daily_life,False,0.593
2024-01-13 15:00:00,,review,True,0.904
2024-01-13 16:00:00,1.148,behind_scenes,True,0.801
2024-01-13 17:00:00,1.195,behind_scenes,True,0.767
2024-01-13 18:00:00,,behind_scenes,True,0.48
2024-01-13 19:00:00,1.324,cute_moment,True,0.392
2024-01-13 20:00:00,1.129,product_showcase,True,0.686
2024-01-13 21:00:00,1.176,review,False,0.558
2024-01-13 22:00:00,1.224,daily_life,True,0.802
2024-01-13 23:00:00,1.066,daily_life,True,0.799
2024-01-14 00:00:00,1.157,daily_life,True,0.905
2024-01-14 01:00:00,1.171,review,True,0.881
2024-01-14 02:00:00,1.179,review,True,0.9
2024-01-14 03:00:00,1.188,daily_life,False,0.755
2024-01-14 04:00:00,1.184,daily_life,True,0.502
2024-01-14 05:00:00,1.199,behind_scenes,False,1.0
2024-01-14 06:00:00,1.153,product_showcase,True,0.816
2024-01-14 07:00:00,1.169,cute_moment,True,0.793
2024-01-14 08:00:00,1.183,review,True,0.901
2024-01-14 09:00:00,1.216,product_showcase,False,0.459
2024-01-14 10:00:00,1.204,daily_life,False,0.6
2024-01-14 11:00:00,1.165,daily_life,True,0.378
2024-01-14 12:00:00,1.235,daily_life,True,0.564
2024-01-14 13:00:00,1.339,daily_life,True,0.553
2024-01-14 14:00:00,1.158,behind_scenes,True,0.41
2024-01-14 15:00:00,1.106,review,True,0.681
2024-01-14 16:00:00,1.113,daily_life,False,1.0
2024-01-14 17:00:00,,daily_life,False,0.527
2024-01-14 18:00:00,1.168,review,False,0.885
2024-01-14 19:00:00,1.192,cute_moment,False,0.614
2024-01-14 20:00:00,1.261,behind_scenes,True,0.819
2024-01-14 21:00:00,1.375,behind_scenes,False,0.663
2024-01-14 22:00:00,1.11,product_showcase,False,0.5
2024-01-14 23:00:00,1.147,behind_scenes,False,0.86
2024-01-15 00:00:00,1.269,product_showcase,True,0.629
2024-01-15 01:00:00,1.223,cute_moment,True,0.69
2024-01-15 02:00:00,1.138,review,True,0.759
2024-01-15 03:00:00,1.192,daily_life,True,0.467
2024-01-15 04:00:00,1.222,product_showcase,False,0.568
2024-01-15 05:00:00,1.193,behind_scenes,True,0.776
2024-01-15 06:00:00,1.156,daily_life,True,0.585
2024-01-15 07:00:00,1.168,cute_moment,True,0.306
2024-01-15 08:00:00,1.187,review,True,0.963
2024-01-15 09:00:00,1.182,product_showcase,False,0.462
2024-01-15 10:00:00,1.283,behind_scenes,True,0.587
2024-01-15 11:00:00,1.374,daily_life,True,0.812
2024-01-15 12:00:00,1.235,daily_life,False,1.0
2024-01-15 13:00:00,,daily_life,True,0.35
2024-01-15 14:00:00,1.2,review,True,0.707
2024-01-15 15:00:00,,product_showcase,True,0.78
2024-01-15 16:00:00,1.059,review,True,0.855
2024-01-15 17:00:00,1.136,behind_scenes,False,0.457
2024-01-15 18:00:00,1.192,product_showcase,True,0.619
2024-01-15 19:00:00,1.401,cute_moment,False,0.944
2024-01-15 20:00:00,1.181,cute_moment,False,1.0
2024-01-15 21:00:00,1.149,review,True,0.649
2024-01-15 22:00:00,1.211,review,True,0.503
2024-01-15 23:00:00,1.178,review,False,0.827
2024-01-16 00:00:00,1.125,cute_moment,True,0.546
2024-01-16 01:00:00,1.173,cute_moment,False,0.266
2024-01-16 02:00:00,1.178,product_showcase,False,0.959
2024-01-16 03:00:00,1.18,product_showcase,False,0.663
2024-01-16 04:00:00,1.173,review,True,0.734
2024-01-16 05:00:00,1.273,daily_life,False,0.889
2024-01-16 06:00:00,1.115,product_showcase,False,0.796
2024-01-16 07:00:00,1.236,cute_moment,False,0.946
2024-01-16 08:00:00,1.153,behind_scenes,True,0.74
2024-01-16 09:00:00,1.215,daily_life,False,0.66
2024-01-16 10:00:00,1.224,cute_moment,True,0.687
2024-01-16 11:00:00,1.186,daily_life,True,0.892
2024-01-16 12:00:00,1.064,behind_scenes,True,0.773
2024-01-16 13:00:00,1.113,review,False,1.0
2024-01-16 14:00:00,1.099,daily_life,False,0.849
2024-01-16 15:00:00,1.263,behind_scenes,False,0.944
2024-01-16 16:00:00,1.139,behind_scenes,False,0.858
2024-01-16 17:00:00,1.146,daily_life,True,0.596
2024-01-16 18:00:00,1.104,daily_life,False,0.202
2024-01-16 19:00:00,1.265,daily_life,False,0.889
2024-01-16 20:00:00,1.21,daily_life,False,0.746
2024-01-16 21:00:00,1.227,review,False,0.801
2024-01-16 22:00:00,1.766,cute_moment,False,0.673
2024-01-16 23:00:00,1.262,product_showcase,True,0.645
2024-01-17 00:00:00,1.194,review,True,0.269
2024-01-17 01:00:00,1.189,daily_life,True,0.629
2024-01-17 02:00:00,1.146,behind_scenes,False,0.662
2024-01-17 03:00:00,1.115,review,True,0.564
2024-01-17 04:00:00,1.142,product_showcase,True,0.665
2024-01-17 05:00:00,1.168,product_showcase,False,0.787
2024-01-17 06:00:00,1.209,review,True,0.797
2024-01-17 07:00:00,1.161,behind_scenes,False,0.706
2024-01-17 08:00:00,1.27,behind_scenes,False,0.449
2024-01-17 09:00:00,1.128,behind_scenes,True,0.516
2024-01-17 10:00:00,1.183,cute_moment,False,0.875
2024-01-17 11:00:00,1.221,behind_scenes,True,0.68
2024-01-17 12:00:00,1.367,product_showcase,True,0.382
2024-01-17 13:00:00,1.173,daily_life,False,0.894
2024-01-17 14:00:00,1.141,daily_life,True,0.76
2024-01-17 15:00:00,1.126,product_showcase,True,0.984
2024-01-17 16:00:00,1.655,behind_scenes,True,1.0
2024-01-17 17:00:00,1.294,daily_life,True,0.68
2024-01-17 18:00:00,1.155,product_showcase,True,0.59
2024-01-17 19:00:00,1.223,behind_scenes,False,0.911
2024-01-17 20:00:00,1.228,cute_moment,False,0.74
2024-01-17 21:00:00,1.105,daily_life,True,0.631
2024-01-17 22:00:00,1.322,behind_scenes,True,0.827
2024-01-17 23:00:00,1.182,behind_scenes,True,0.614
2024-01-18 00:00:00,1.18,daily_life,False,0.79
2024-01-18 01:00:00,1.143,behind_scenes,False,0.871
2024-01-18 02:00:00,1.178,review,True,0.595
2024-01-18 03:00:00,1.299,review,False,0.441
2024-01-18 04:00:00,1.265,cute_moment,False,0.577
2024-01-18 05:00:00,1.134,product_showcase,True,0.544
2024-01-18 06:00:00,1.161,review,True,0.632
2024-01-18 07:00:00,1.228,review,True,0.448
2024-01-18 08:00:00,1.148,cute_moment,True,0.749
2024-01-18 09:00:00,,review,False,1.0
2024-01-18 10:00:00,1.158,review,False,0.816
2024-01-18 11:00:00,1.141,daily_life,False,0.687
2024-01-18 12:00:00,1.115,cute_moment,True,0.976
2024-01-18 13:00:00,1.183,behind_scenes,True,0.709
2024-01-18 14:00:00,1.206,behind_scenes,False,0.898
2024-01-18 15:00:00,1.121,product_showcase,True,0.672
2024-01-18 16:00:00,1.175,product_showcase,False,0.992
2024-01-18 17:00:00,1.085,review,True,0.798
2024-01-18 18:00:00,1.399,review,False,0.792
2024-01-18 19:00:00,1.153,behind_scenes,True,0.989
2024-01-18 20:00:00,1.174,cute_moment,True,0.621
2024-01-18 21:00:00,1.531,daily_life,True,0.534
2024-01-18 22:00:00,1.257,product_showcase,True,0.776
2024-01-18 23:00:00,1.577,review,False,0.727
2024-01-19 00:00:00,1.234,product_showcase,True,0.853
2024-01-19 01:00:00,1.15,behind_scenes,True,0.52
2024-01-19 02:00:00,1.119,cute_moment,True,1.0
2024-01-19 03:00:00,1.187,behind_scenes,True,1.0
2024-01-19 04:00:00,1.162,daily_life,False,0.755
2024-01-19 05:00:00,1.147,cute_moment,False,0.944
2024-01-19 06:00:00,1.337,daily_life,False,0.63
2024-01-19 07:00:00,1.212,daily_life,False,0.741
2024-01-19 08:00:00,1.126,cute_moment,False,0.762
2024-01-19 09:00:00,1.214,daily_life,False,0.725
2024-01-19 10:00:00,1.37,product_showcase,True,0.603
2024-01-19 11:00:00,1.123,review,True,0.574
2024-01-19 12:00:00,1.22,cute_moment,True,0.511
2024-01-19 13:00:00,1.156,behind_scenes,True,0.79
2024-01-19 14:00:00,1.074,behind_scenes,False,0.669
2024-01-19 15:00:00,1.259,review,True,0.708
2024-01-19 16:00:00,1.26,behind_scenes,True,0.982
2024-01-19 17:00:00,1.181,review,True,0.585
2024-01-19 18:00:00,1.184,product_showcase,False,0.532
2024-01-19 19:00:00,1.166,behind_scenes,True,0.451
2024-01-19 20:00:00,1.301,behind_scenes,False,0.762
2024-01-19 21:00:00,1.156,product_showcase,False,0.563
2024-01-19 22:00:00,1.285,behind_scenes,False,0.486
2024-01-19 23:00:00,1.241,behind_scenes,False,0.602
2024-01-20 00:00:00,1.22,product_showcase,True,0.705
2024-01-20 01:00:00,1.267,product_showcase,True,0.677
2024-01-20 02:00:00,1.266,product_showcase,True,1.0
2024-01-20 03:00:00,1.288,behind_scenes,True,0.672
2024-01-20 04:00:00,1.116,review,False,0.189
2024-01-20 05:00:00,1.185,review,True,0.756
2024-01-20 06:00:00,1.204,cute_moment,False,0.726
2024-01-20 07:00:00,1.168,cute_moment,False,0.901
2024-01-20 08:00:00,1.222,behind_scenes,True,0.766
2024-01-20 09:00:00,1.21,behind_scenes,True,0.753
2024-01-20 10:00:00,1.123,review,False,0.285
2024-01-20 11:00:00,1.126,daily_life,True,0.749
2024-01-20 12:00:00,1.259,cute_moment,True,0.602
2024-01-20 13:00:00,1.244,review,False,0.568
2024-01-20 14:00:00,1.211,behind_scenes,True,0.766
2024-01-20 15:00:00,2.38,cute_moment,True,0.601
2024-01-20 16:00:00,1.34,cute_moment,True,0.847
2024-01-20 17:00:00,1.185,cute_moment,True,0.629
2024-01-20 18:00:00,1.073,behind_scenes,False,0.895
2024-01-20 19:00:00,1.284,review,True,0.949
2024-01-20 20:00:00,1.079,daily_life,True,0.744
2024-01-20 21:00:00,1.191,behind_scenes,False,0.684
2024-01-20 22:00:00,1.07,cute_moment,True,1.0
2024-01-20 23:00:00,1.146,product_showcase,True,0.851
2024-01-21 00:00:00,,review,True,1.0
2024-01-21 01:00:00,1.231,behind_scenes,True,0.652
2024-01-21 02:00:00,1.311,cute_moment,True,0.851
2024-01-21 03:00:00,,daily_life,False,0.782
2024-01-21 04:00:00,1.188,cute_moment,True,0.903
2024-01-21 05:00:00,1.249,cute_moment,False,0.556
2024-01-21 06:00:00,1.171,behind_scenes,False,1.0
2024-01-21 07:00:00,1.276,daily_life,False,0.722
2024-01-21 08:00:00,,product_showcase,False,0.676
2024-01-21 09:00:00,1.155,behind_scenes,True,0.633
2024-01-21 10:00:00,1.27,review,True,0.811
2024-01-21 11:00:00,1.123,daily_life,False,0.595
2024-01-21 12:00:00,1.15,product_showcase,False,0.659
2024-01-21 13:00:00,1.231,product_showcase,True,0.466
2024-01-21 14:00:00,,daily_life,False,0.712
2024-01-21 15:00:00,1.072,review,True,0.629
